CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-12-16,Health,F,Resident Rights Deficiencies,0561,Honor the resident's right to and the facility must promote and facilitate resident self-determination through support of resident choice.,D,"Deficient, Provider has date of correction",2025-12-30,1,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-12-16,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,Past Non-Compliance,2025-11-19,1,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-10-23,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",G,"Deficient, Provider has date of correction",2025-11-14,1,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-10-23,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2025-11-14,1,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-10-23,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2025-11-14,1,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-10-23,Health,F,Quality of Life and Care Deficiencies,0744,Provide the appropriate treatment and services to a resident who displays or is diagnosed with dementia.,D,"Deficient, Provider has date of correction",2025-11-14,1,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",E,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Quality of Life and Care Deficiencies,0679,Provide activities to meet all resident's needs.,E,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,E,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Environmental Deficiencies,0919,Make sure that a working call system is available in each resident's  bathroom and bathing area.,E,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Resident Rights Deficiencies,0578,"Honor the resident's right to request, refuse, and/or discontinue treatment, to participate in or refuse to participate in experimental research, and to formulate an advance directive.",D,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",D,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Quality of Life and Care Deficiencies,0740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,D,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2025-06-19,Health,F,Quality of Life and Care Deficiencies,0742,"Provide the appropriate treatment and services to a resident who displays or is diagnosed with mental disorder or psychosocial adjustment difficulty, or who has a history of trauma and/or post-traumatic stress disorder.",D,"Deficient, Provider has date of correction",2025-07-04,1,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2024-12-31,Health,F,Nursing and Physician Services Deficiencies,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,F,"Deficient, Provider has date of correction",2025-01-21,2,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2024-12-31,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,E,"Deficient, Provider has date of correction",2025-01-21,2,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2024-10-09,Health,F,Quality of Life and Care Deficiencies,0744,Provide the appropriate treatment and services to a resident who displays or is diagnosed with dementia.,E,"Deficient, Provider has date of correction",2024-10-30,2,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2024-10-09,Health,F,Quality of Life and Care Deficiencies,0740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,D,"Deficient, Provider has date of correction",2024-10-30,2,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2024-01-29,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2024-02-21,3,N,Y,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",G,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,G,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",E,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,E,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Quality of Life and Care Deficiencies,0677,Provide care and assistance to perform activities of daily living for any resident who is unable.,D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Quality of Life and Care Deficiencies,0741,Ensure that the facility has sufficient staff members who possess the  competencies and skills to meet the behavioral health needs of residents.,D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Quality of Life and Care Deficiencies,0744,Provide the appropriate treatment and services to a resident who displays or is diagnosed with dementia.,D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Pharmacy Service Deficiencies,0756,"Ensure a licensed pharmacist perform a monthly drug regimen review, including the medical chart, following irregularity reporting guidelines in developed policies and procedures.",D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Administration Deficiencies,0849,Arrange for the provision of hospice services or assist the resident in transferring to a facility that will arrange for the provision of hospice services.,D,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Resident Rights Deficiencies,0585,Honor the resident's right to voice grievances without discrimination or reprisal and the facility must establish a grievance policy and make prompt efforts to resolve grievances.,C,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275012,BENEFIS SENIOR SERVICES - EASTVIEW,2621 15TH AVE S,GREAT FALLS,MT,59405,2023-05-23,Health,F,Nursing and Physician Services Deficiencies,0732,Post nurse staffing information every day.,C,"Deficient, Provider has date of correction",2023-06-14,3,Y,N,N,N,N,"2621 15TH AVE S,GREAT FALLS,MT,59405",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-04-23,Health,F,Pharmacy Service Deficiencies,0757,Ensure each resident’s drug regimen must be free from unnecessary drugs.,D,"Deficient, Provider has date of correction",2026-05-15,1,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-03-12,Health,F,Nutrition and Dietary Deficiencies,0801,"Employ sufficient staff with the appropriate competencies and skills sets to carry out the functions of the food and nutrition service, including a qualified dietician.",F,"Deficient, Provider has date of correction",2026-05-14,1,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-03-12,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2026-04-03,1,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-03-12,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",2026-04-03,1,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-03-12,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",E,"Deficient, Provider has date of correction",2026-04-03,1,Y,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-03-12,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",E,"Deficient, Provider has date of correction",2026-04-03,1,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-03-12,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0605,Prevent the use of unnecessary psychotropic medications or use medications that may restrain a resident's ability to function.,D,"Deficient, Provider has date of correction",2026-04-03,1,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-03-12,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2026-04-02,1,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2026-03-12,Health,F,Nursing and Physician Services Deficiencies,0732,Post nurse staffing information every day.,B,"Deficient, Provider has date of correction",2026-04-03,1,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-12-31,Health,F,Resident Rights Deficiencies,0552,"Ensure that residents are fully informed and understand their health status, care and treatments.",D,"Deficient, Provider has date of correction",2026-01-20,1,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-12-31,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0609,"Timely report suspected abuse, neglect, or theft and report the results of the investigation to proper authorities.",D,"Deficient, Provider has date of correction",2026-01-20,1,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-12-31,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2026-01-20,1,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-11-19,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",J,"Deficient, Provider has date of correction",2025-11-27,1,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-11-19,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",G,"Deficient, Provider has date of correction",2025-11-27,1,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-11-19,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,G,"Deficient, Provider has date of correction",2025-11-27,1,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-03-27,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",G,"Deficient, Provider has date of correction",2025-04-28,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-03-27,Health,F,Pharmacy Service Deficiencies,0760,Ensure that residents are free from significant medication errors.,G,"Deficient, Provider has date of correction",2025-04-19,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-03-27,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,E,"Deficient, Provider has date of correction",2025-06-25,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-03-27,Health,F,Nutrition and Dietary Deficiencies,0803,"Ensure menus must meet the nutritional needs of residents, be prepared in advance, be followed, be updated, be reviewed by dietician, and meet the needs of the resident.",E,"Deficient, Provider has date of correction",2025-04-19,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-03-27,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,"Deficient, Provider has date of correction",2025-04-19,2,N,Y,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,G,"Deficient, Provider has date of correction",2025-02-21,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Nursing and Physician Services Deficiencies,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,F,"Deficient, Provider has date of correction",2025-02-21,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Pharmacy Service Deficiencies,0761,"Ensure drugs and biologicals used in the facility are labeled in accordance with currently accepted professional principles; and all drugs and biologicals must be stored in locked compartments, separately locked, compartments for controlled drugs.",F,"Deficient, Provider has date of correction",2025-03-25,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Administration Deficiencies,0865,Have a  plan that describes the process for conducting QAPI and QAA activities.,F,"Deficient, Provider has date of correction",2025-06-25,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",E,"Deficient, Provider has date of correction",2025-03-25,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Quality of Life and Care Deficiencies,0791,Provide or obtain dental services for each resident.,E,"Deficient, Provider has date of correction",2025-03-27,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Nutrition and Dietary Deficiencies,0804,"Ensure food and drink is palatable, attractive, and at a safe and appetizing temperature.",E,"Deficient, Provider has date of correction",2025-06-25,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Nutrition and Dietary Deficiencies,0808,"Ensure therapeutic diets are prescribed by the attending physician and may be delegated to a registered or licensed dietitian, to the extent allowed by State law.",E,"Deficient, Provider has date of correction",2025-03-27,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2025-02-21,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Resident Rights Deficiencies,0554,Allow residents to self-administer drugs if determined clinically appropriate.,D,"Deficient, Provider has date of correction",2025-03-26,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
275020,SKYLINE HEIGHTS NURSING AND REHABILITATION,1807 24TH ST W,BILLINGS,MT,59102,2025-01-30,Health,F,Resident Assessment and Care Planning Deficiencies,0655,Create and put into place a plan for meeting the resident's most immediate needs within 48 hours of being admitted,D,"Deficient, Provider has date of correction",2025-02-21,2,Y,N,N,N,N,"1807 24TH ST W,BILLINGS,MT,59102",2026-08-01
