CMS Certification Number (CCN),Provider Name,Provider Address,City/Town,State,ZIP Code,Survey Date,Survey Type,Deficiency Prefix,Deficiency Category,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency,Infection Control Inspection Deficiency,Citation under IDR,Citation under IIDR,Location,Processing Date
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-11-19,Health,F,Quality of Life and Care Deficiencies,0740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,D,"Deficient, Provider has date of correction",2025-12-14,1,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-11-19,Health,F,Quality of Life and Care Deficiencies,0745,Provide medically-related social services to help each resident achieve the highest possible quality of life.,D,"Deficient, Provider has date of correction",2025-12-14,1,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-08-28,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,G,"Deficient, Provider has date of correction",2025-09-19,1,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-08-28,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,G,"Deficient, Provider has date of correction",2025-09-19,1,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-08-28,Health,F,Resident Rights Deficiencies,0585,Honor the resident's right to voice grievances without discrimination or reprisal and the facility must establish a grievance policy and make prompt efforts to resolve grievances.,E,"Deficient, Provider has date of correction",2025-09-19,1,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-08-28,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",E,"Deficient, Provider has date of correction",2025-09-19,1,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-08-28,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2025-09-19,1,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-08-28,Health,F,Quality of Life and Care Deficiencies,0684,"Provide appropriate treatment and care according to orders, resident’s preferences and goals.",D,"Deficient, Provider has date of correction",2025-09-19,1,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-08-28,Health,F,Quality of Life and Care Deficiencies,0695,Provide safe and appropriate respiratory care for a resident when needed.,D,"Deficient, Provider has date of correction",2025-09-19,1,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-06-05,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,J,"Deficient, Provider has date of correction",2025-06-20,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-06-05,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,E,"Deficient, Provider has date of correction",2025-06-20,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-06-05,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2025-06-20,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-06-05,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2025-06-20,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-03-27,Health,F,Nutrition and Dietary Deficiencies,0804,"Ensure food and drink is palatable, attractive, and at a safe and appetizing temperature.",E,"Deficient, Provider has date of correction",2025-04-18,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-03-27,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2025-04-18,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-03-27,Health,F,Resident Rights Deficiencies,0559,Honor the resident's right to share a room with spouse or roommate of choice and receive written notice before a change is made.,D,"Deficient, Provider has date of correction",2025-04-18,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-03-27,Health,F,Resident Rights Deficiencies,0580,"Immediately tell the resident, the resident's doctor, and a family member of situations (injury/decline/room, etc.)  that affect the resident.",D,"Deficient, Provider has date of correction",2025-04-18,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-03-27,Health,F,Environmental Deficiencies,0918,Provide a bathroom in or located near each resident’s room.,D,"Deficient, Provider has date of correction",2025-04-18,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2025-03-27,Health,F,Environmental Deficiencies,0919,Make sure that a working call system is available in each resident's  bathroom and bathing area.,D,"Deficient, Provider has date of correction",2025-04-18,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-12-17,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2025-01-15,2,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Nutrition and Dietary Deficiencies,0801,"Employ sufficient staff with the appropriate competencies and skills sets to carry out the functions of the food and nutrition service, including a qualified dietician.",F,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Administration Deficiencies,0867,Set up an ongoing quality assessment and assurance group to review quality deficiencies  and develop corrective plans of action.,F,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Environmental Deficiencies,0925,"Make sure there is a pest control program to prevent/deal with mice, insects, or other pests.",F,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Resident Rights Deficiencies,0553,Allow resident to participate in the development and implementation of his or her person-centered plan of care.,E,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",E,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Pharmacy Service Deficiencies,0755,Provide pharmaceutical services to meet the needs of each resident and employ or obtain the services of a licensed pharmacist.,E,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Pharmacy Service Deficiencies,0759,Ensure medication error rates are not 5 percent or greater.,E,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Resident Rights Deficiencies,0558,Reasonably accommodate the needs and preferences of each resident.,D,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0600,"Protect each resident from all types of abuse such as physical, mental, sexual abuse, physical punishment, and neglect by anybody.",D,Past Non-Compliance,2024-04-01,2,Y,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0604,"Ensure that each resident is free from the use of physical restraints, unless needed for medical treatment.",D,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Quality of Life and Care Deficiencies,0687,Provide appropriate foot care.,D,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Administration Deficiencies,0835,Administer the facility in a manner that enables it to use its resources effectively and efficiently.,D,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2024-07-18,Health,F,Environmental Deficiencies,0908,Keep all essential equipment working safely.,D,"Deficient, Provider has date of correction",2024-09-05,2,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-10-26,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2023-11-21,3,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-10-26,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2023-11-21,3,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-10-26,Health,F,Resident Rights Deficiencies,0552,"Ensure that residents are fully informed and understand their health status, care and treatments.",D,"Deficient, Provider has date of correction",2023-11-21,3,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-10-26,Health,F,Resident Rights Deficiencies,0558,Reasonably accommodate the needs and preferences of each resident.,D,"Deficient, Provider has date of correction",2023-11-21,3,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-10-26,Health,F,"Freedom from Abuse, Neglect, and Exploitation Deficiencies",0610,Respond appropriately to all alleged violations.,D,"Deficient, Provider has date of correction",2023-11-21,3,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-10-26,Health,F,Pharmacy Service Deficiencies,0758,"Implement gradual dose reductions(GDR) and non-pharmacological interventions, unless contraindicated, prior to initiating or instead of continuing psychotropic medication; and PRN orders for psychotropic medications are only used when the medication is necessary and PRN use is limited.",D,"Deficient, Provider has date of correction",2023-11-21,3,N,Y,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-06-22,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,G,"Deficient, Provider has date of correction",2023-07-21,3,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-06-22,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",E,"Deficient, Provider has date of correction",2023-07-21,3,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-06-22,Health,F,Nursing and Physician Services Deficiencies,0725,Provide enough nursing staff every day to meet the needs of every resident; and have a licensed nurse in charge on each shift.,E,"Deficient, Provider has date of correction",2023-07-21,3,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-06-22,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2023-07-21,3,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-06-22,Health,F,Resident Assessment and Care Planning Deficiencies,0637,Assess the resident when there is a significant change in condition,D,"Deficient, Provider has date of correction",2023-07-21,3,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275029,YELLOWSTONE RIVER NURSING AND REHABILITATION,2115 CENTRAL AVE,BILLINGS,MT,59102,2023-06-22,Health,F,Nursing and Physician Services Deficiencies,0726,Ensure that nurses and nurse aides have the appropriate competencies to care for every resident in a way that maximizes each resident's well being.,D,"Deficient, Provider has date of correction",2023-07-21,3,Y,N,N,N,N,"2115 CENTRAL AVE,BILLINGS,MT,59102",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,G,"Deficient, Provider has date of correction",2026-05-22,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2026-04-28,1,Y,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Resident Assessment and Care Planning Deficiencies,0658,Ensure services provided by the nursing facility meet professional standards of quality.,E,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Resident Assessment and Care Planning Deficiencies,0641,Ensure each resident receives an accurate assessment.,D,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Resident Assessment and Care Planning Deficiencies,0656,"Develop and implement a complete care plan that meets all the resident's needs, with timetables and actions that can be measured.",D,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Quality of Life and Care Deficiencies,0692,Provide enough food/fluids to maintain a resident's health.,D,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Quality of Life and Care Deficiencies,0693,Ensure that feeding tubes are  not used unless there is a medical reason and the resident agrees; and provide appropriate care for a resident with a feeding tube.,D,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Resident Rights Deficiencies,0585,Honor the resident's right to voice grievances without discrimination or reprisal and the facility must establish a grievance policy and make prompt efforts to resolve grievances.,C,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2026-04-09,Health,F,Resident Rights Deficiencies,0577,Allow residents to easily view the nursing home's survey results and communicate with advocate agencies.,B,"Deficient, Provider has date of correction",2026-04-28,1,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-08-06,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,E,"Deficient, Provider has date of correction",2025-09-03,1,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-08-06,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2025-09-03,1,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-04-24,Health,F,Quality of Life and Care Deficiencies,0686,Provide appropriate pressure ulcer care and prevent new ulcers from developing.,G,"Deficient, Provider has date of correction",2025-05-19,2,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-04-24,Health,F,Nutrition and Dietary Deficiencies,0812,"Procure food from sources approved or considered satisfactory and store, prepare, distribute and serve food in accordance with professional standards.",F,"Deficient, Provider has date of correction",2025-05-19,2,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-04-24,Health,F,Resident Rights Deficiencies,0584,"Honor the resident's right to a safe, clean, comfortable and homelike environment, including but not limited to receiving treatment and supports for daily living safely.",E,"Deficient, Provider has date of correction",2025-05-19,2,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-04-24,Health,F,Infection Control Deficiencies,0880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",2025-05-19,2,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-04-24,Health,F,Resident Rights Deficiencies,0550,"Honor the resident's right to a dignified existence, self-determination, communication, and to exercise his or her rights.",D,"Deficient, Provider has date of correction",2025-05-19,2,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-04-24,Health,F,Quality of Life and Care Deficiencies,0685,Assist a resident in gaining access to vision and hearing services.,D,"Deficient, Provider has date of correction",2025-05-19,2,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-04-24,Health,F,Quality of Life and Care Deficiencies,0690,"Provide appropriate care for residents who are continent or incontinent of bowel/bladder, appropriate catheter care,  and appropriate care  to prevent urinary tract infections.",D,"Deficient, Provider has date of correction",2025-05-19,2,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2025-04-24,Health,F,Quality of Life and Care Deficiencies,0740,Ensure each resident must receive and the facility must provide necessary behavioral health care and services.,D,"Deficient, Provider has date of correction",2025-05-19,2,Y,N,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-11-06,Health,F,Resident Assessment and Care Planning Deficiencies,0657,"Develop the complete care plan within 7 days of the comprehensive assessment; and prepared, reviewed, and revised by a team of health professionals.",D,"Deficient, Provider has date of correction",2024-11-19,2,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
275030,PARK PLACE TRANSITIONAL CARE AND REHABILITATION,1500 32ND ST S,GREAT FALLS,MT,59405,2024-11-06,Health,F,Quality of Life and Care Deficiencies,0689,Ensure that a nursing home area is free from accident hazards and provides adequate supervision to prevent accidents.,D,"Deficient, Provider has date of correction",2024-11-19,2,N,Y,N,N,N,"1500 32ND ST S,GREAT FALLS,MT,59405",2026-08-01
